state,district,favored,confidence,redistricting_voter_power,anti_gerrymandering_party,abs_power
TX,TX-HD-112,FALSE,Toss-Up,0.000165853,D,0.000165853
TX,TX-HD-26,R,Tilt,0.000154938,D,0.000154938
TX,TX-HD-66,FALSE,Toss-Up,0.000151342,D,0.000151342
TX,TX-HD-67,FALSE,Toss-Up,0.000144751,D,0.000144751
TX,TX-HD-96,FALSE,Toss-Up,0.000144103,D,0.000144103
TX,TX-HD-92,R,Tilt,0.000140739,D,0.000140739
TX,TX-HD-54,R,Lean,0.00013885,D,0.00013885
TX,TX-HD-134,R,Tilt,0.000127498,D,0.000127498
TX,TX-HD-121,R,Lean,0.000127296,D,0.000127296
TX,TX-HD-108,FALSE,Toss-Up,0.000126672,D,0.000126672
TX,TX-HD-126,R,Likely,0.000118678,D,0.000118678
TX,TX-HD-138,D,Tilt,9.45E-05,D,9.4521E-05
KS,KS-HD-98,FALSE,Toss-Up,9.24E-05,D,9.23879E-05
KS,KS-HD-48,FALSE,Toss-Up,9.23E-05,D,9.22861E-05
TX,TX-HD-132,FALSE,Toss-Up,9.21E-05,D,9.2091E-05
KS,KS-HD-72,D,Tilt,8.80E-05,D,8.79532E-05
TX,TX-HD-97,R,Likely,8.30E-05,D,8.29886E-05
MN,MN-SD-14,FALSE,Toss-Up,-8.29E-05,R,8.28774E-05
MN,MN-SD-58,FALSE,Toss-Up,-8.27E-05,R,8.27173E-05
KS,KS-HD-40,FALSE,Toss-Up,8.14E-05,D,8.13645E-05
KS,KS-HD-15,R,Tilt,8.10E-05,D,8.09921E-05
KS,KS-HD-14,FALSE,Toss-Up,8.01E-05,D,8.00743E-05
TX,TX-HD-93,R,Likely,7.96E-05,D,7.95861E-05
KS,KS-HD-102,D,Tilt,7.82E-05,D,7.8193E-05
MN,MN-SD-05,R,Tilt,-7.33E-05,R,7.33043E-05
MN,MN-SD-56,FALSE,Toss-Up,-7.30E-05,R,7.29785E-05
TX,TX-HD-85,R,Likely,6.94E-05,D,6.94052E-05
KS,KS-HD-17,FALSE,Toss-Up,6.89E-05,D,6.8905E-05
TX,TX-HD-64,R,Likely,6.52E-05,D,6.51574E-05
MN,MN-SD-54,D,Lean,-6.38E-05,R,6.37697E-05
KS,KS-HD-18,D,Lean,6.07E-05,D,6.07089E-05
TX,TX-HD-28,R,Likely,6.05E-05,D,6.05292E-05
MN,MN-SD-20,R,Lean,-6.02E-05,R,6.01585E-05
KS,KS-HD-96,D,Lean,5.76E-05,D,5.76071E-05
KS,KS-HD-16,D,Likely,5.45E-05,D,5.45034E-05
FL,FL-HD-120,R,Lean,5.42E-05,D,5.41981E-05
KS,KS-HD-2,R,Lean,5.28E-05,D,5.27513E-05
KS,KS-HD-23,D,Likely,5.27E-05,D,5.266E-05
KS,KS-HD-3,D,Lean,5.22E-05,D,5.21997E-05
MN,MN-SD-26,R,Tilt,-5.19E-05,R,5.18531E-05
KS,KS-HD-79,R,Lean,5.04E-05,D,5.04359E-05
KS,KS-HD-41,D,Lean,5.03E-05,D,5.03442E-05
CT,CT-HD-119,R,Lean,-5.01E-05,R,5.00591E-05
CT,CT-HD-90,R,Lean,-5.00E-05,R,4.99568E-05
TX,TX-HD-94,R,Likely,4.98E-05,D,4.97833E-05
CT,CT-HD-34,R,Lean,-4.95E-05,R,4.95198E-05
CT,CT-HD-74,R,Lean,-4.91E-05,R,4.91089E-05
KS,KS-HD-49,R,Lean,4.84E-05,D,4.84196E-05
TX,TX-HD-65,D,Lean,4.79E-05,D,4.79371E-05
CT,CT-HD-51,R,Lean,-4.78E-05,R,4.77734E-05
CT,CT-HD-37,R,Tilt,-4.78E-05,R,4.77587E-05
FL,FL-HD-83,R,Lean,4.75E-05,D,4.74745E-05
NC,NC-HD-45,FALSE,Toss-Up,4.69E-05,D,4.68575E-05
KS,KS-HD-39,R,Lean,4.68E-05,D,4.68033E-05
CT,CT-HD-99,R,Tilt,-4.67E-05,R,4.66955E-05
CT,CT-HD-38,R,Tilt,-4.66E-05,R,4.66392E-05
FL,FL-HD-15,R,Tilt,4.65E-05,D,4.65373E-05
TX,TX-HD-135,D,Lean,4.61E-05,D,4.61271E-05
FL,FL-HD-93,R,Tilt,4.60E-05,D,4.59734E-05
NC,NC-HD-74,FALSE,Toss-Up,4.55E-05,D,4.55209E-05
FL,FL-HD-60,R,Tilt,4.47E-05,D,4.46687E-05
FL,FL-HD-28,R,Tilt,4.42E-05,D,4.42393E-05
NC,NC-HD-59,FALSE,Toss-Up,4.39E-05,D,4.38799E-05
CT,CT-HD-23,R,Lean,-4.37E-05,R,4.37433E-05
FL,FL-HD-29,R,Tilt,4.37E-05,D,4.37332E-05
NC,NC-HD-82,FALSE,Toss-Up,4.35E-05,D,4.34807E-05
TX,TX-HD-45,D,Lean,4.32E-05,D,4.32254E-05
TX,TX-HD-32,R,Likely,4.32E-05,D,4.32043E-05
CT,CT-HD-30,FALSE,Toss-Up,-4.32E-05,R,4.3162E-05
FL,FL-HD-21,FALSE,Toss-Up,4.28E-05,D,4.28449E-05
FL,FL-HD-58,R,Likely,4.26E-05,D,4.26477E-05
NC,NC-HD-83,R,Tilt,4.26E-05,D,4.26028E-05
FL,FL-HD-42,R,Lean,4.22E-05,D,4.22246E-05
FL,FL-HD-115,FALSE,Toss-Up,4.22E-05,D,4.22064E-05
CT,CT-HD-106,FALSE,Toss-Up,-4.16E-05,R,4.16255E-05
KS,KS-HD-111,R,Lean,4.16E-05,D,4.15536E-05
MN,MN-SD-48,D,Likely,-4.14E-05,R,4.13792E-05
FL,FL-HD-89,FALSE,Toss-Up,4.07E-05,D,4.07103E-05
FL,FL-HD-119,R,Likely,4.06E-05,D,4.05782E-05
CT,CT-HD-14,R,Likely,-3.99E-05,R,3.98881E-05
TX,TX-HD-47,D,Lean,3.99E-05,D,3.98607E-05
CT,CT-HD-151,R,Likely,-3.95E-05,R,3.94965E-05
KS,KS-HD-26,R,Lean,3.94E-05,D,3.94306E-05
FL,FL-HD-72,FALSE,Toss-Up,3.86E-05,D,3.85998E-05
CT,CT-HD-77,D,Tilt,-3.81E-05,R,3.80555E-05
CT,CT-HD-59,R,Likely,-3.72E-05,R,3.71948E-05
KS,KS-HD-69,R,Tilt,3.72E-05,D,3.7162E-05
CT,CT-HD-35,R,Likely,-3.71E-05,R,3.70939E-05
NC,NC-HD-63,D,Tilt,3.71E-05,D,3.70929E-05
TX,TX-HD-113,D,Lean,3.68E-05,D,3.68446E-05
CT,CT-HD-132,R,Likely,-3.68E-05,R,3.68437E-05
MN,MN-SD-37,D,Likely,-3.68E-05,R,3.6817E-05
CT,CT-HD-103,FALSE,Toss-Up,-3.68E-05,R,3.67777E-05
FL,FL-HD-85,R,Likely,3.68E-05,D,3.67632E-05
NC,NC-HD-20,R,Tilt,3.67E-05,D,3.67272E-05
KS,KS-HD-56,D,Likely,3.62E-05,D,3.61969E-05
NC,NC-HD-43,D,Tilt,3.59E-05,D,3.59138E-05
KS,KS-HD-85,R,Lean,3.59E-05,D,3.58685E-05
NC,NC-HD-9,D,Tilt,3.58E-05,D,3.58244E-05
CT,CT-HD-143,D,Tilt,-3.55E-05,R,3.5533E-05
CT,CT-HD-55,R,Likely,-3.49E-05,R,3.49343E-05
CT,CT-HD-125,R,Likely,-3.48E-05,R,3.48342E-05
CT,CT-HD-17,FALSE,Toss-Up,-3.48E-05,R,3.48102E-05
FL,FL-HD-27,R,Likely,3.47E-05,D,3.46859E-05
FL,FL-HD-105,FALSE,Toss-Up,3.47E-05,D,3.46654E-05
MN,MN-SD-27,D,Lean,-3.46E-05,R,3.45568E-05
FL,FL-HD-118,FALSE,Toss-Up,3.44E-05,D,3.44472E-05
CT,CT-HD-64,FALSE,Toss-Up,-3.43E-05,R,3.43186E-05
NC,NC-HD-98,D,Tilt,3.42E-05,D,3.41589E-05
FL,FL-HD-50,R,Likely,3.38E-05,D,3.37781E-05
FL,FL-HD-57,R,Likely,3.36E-05,D,3.35934E-05
CT,CT-HD-120,FALSE,Toss-Up,-3.36E-05,R,3.35822E-05
CT,CT-HD-111,FALSE,Toss-Up,-3.33E-05,R,3.32946E-05
KS,KS-HD-30,D,Likely,3.29E-05,D,3.29054E-05
FL,FL-HD-59,FALSE,Toss-Up,3.27E-05,D,3.27192E-05
CT,CT-HD-117,R,Likely,-3.23E-05,R,3.22796E-05
MN,MN-SD-11,R,Likely,-3.21E-05,R,3.20829E-05
CT,CT-HD-101,FALSE,Toss-Up,-3.18E-05,R,3.18373E-05
KS,KS-HD-87,R,Tilt,3.13E-05,D,3.13337E-05
KS,KS-HD-28,R,Lean,3.13E-05,D,3.12536E-05
NC,NC-HD-37,D,Tilt,3.13E-05,D,3.12532E-05
TX,TX-HD-89,R,Safe,3.07E-05,D,3.07493E-05
PA,PA-SD-13,R,Likely,-2.99E-05,R,2.98681E-05
TX,TX-HD-102,D,Likely,2.95E-05,D,2.95434E-05
MN,MN-SD-53,D,Likely,-2.93E-05,R,2.92748E-05
TX,TX-HD-23,R,Safe,2.92E-05,D,2.91771E-05
MN,MN-SD-57,D,Likely,-2.90E-05,R,2.90133E-05
NC,NC-HD-1,R,Lean,2.89E-05,D,2.8905E-05
NC,NC-HD-66,R,Lean,2.87E-05,D,2.87038E-05
CT,CT-HD-32,R,Likely,-2.84E-05,R,2.84302E-05
KS,KS-HD-119,R,Lean,2.84E-05,D,2.84058E-05
NC,NC-HD-51,R,Lean,2.80E-05,D,2.79866E-05
FL,FL-HD-32,R,Likely,2.78E-05,D,2.7819E-05
TX,TX-HD-52,D,Likely,2.78E-05,D,2.77614E-05
TX,TX-HD-106,R,Safe,2.61E-05,D,2.60931E-05
FL,FL-HD-26,FALSE,Toss-Up,2.60E-05,D,2.59809E-05
CT,CT-HD-31,D,Tilt,-2.59E-05,R,2.59302E-05
MN,MN-SD-38,R,Lean,-2.48E-05,R,2.47905E-05
CT,CT-HD-36,D,Tilt,-2.46E-05,R,2.45996E-05
TX,TX-HD-150,R,Safe,2.38E-05,D,2.38011E-05
MN,MN-SD-44,D,Likely,-2.24E-05,R,2.23955E-05
NC,NC-HD-24,D,Lean,2.20E-05,D,2.20139E-05
NC,NC-HD-25,D,Lean,2.19E-05,D,2.1882E-05
PA,PA-SD-49,FALSE,Toss-Up,-2.12E-05,R,2.1181E-05
NC,NC-HD-119,D,Lean,2.10E-05,D,2.10226E-05
CT,CT-HD-83,D,Tilt,-2.08E-05,R,2.08307E-05
CT,CT-HD-150,D,Lean,-2.02E-05,R,2.02445E-05
MN,MN-SD-21,R,Likely,-2.00E-05,R,2.00226E-05
NC,NC-HD-93,D,Lean,1.98E-05,D,1.98047E-05
MN,MN-SD-04,D,Likely,-1.96E-05,R,1.95844E-05
FL,FL-HD-84,D,Tilt,1.96E-05,D,1.95539E-05
CT,CT-HD-65,D,Lean,-1.95E-05,R,1.94757E-05
PA,PA-SD-15,FALSE,Toss-Up,-1.82E-05,R,1.81964E-05
FL,FL-HD-110,R,Safe,1.82E-05,D,1.81593E-05
KS,KS-HD-86,D,Safe,1.81E-05,D,1.81025E-05
NC,NC-HD-35,D,Lean,1.80E-05,D,1.80267E-05
CT,CT-HD-60,D,Tilt,-1.79E-05,R,1.79305E-05
CT,CT-HD-138,D,Lean,-1.76E-05,R,1.76358E-05
KS,KS-HD-29,D,Safe,1.72E-05,D,1.72067E-05
KS,KS-HD-67,R,Likely,1.72E-05,D,1.71602E-05
CT,CT-HD-141,R,Likely,-1.71E-05,R,1.7087E-05
CT,CT-HD-149,R,Likely,-1.64E-05,R,1.64149E-05
TX,TX-HD-122,R,Safe,1.59E-05,D,1.59004E-05
NC,NC-HD-46,R,Likely,1.54E-05,D,1.54069E-05
NC,NC-HD-12,R,Likely,1.54E-05,D,1.54E-05
FL,FL-HD-116,R,Safe,1.52E-05,D,1.52483E-05
CT,CT-HD-53,D,Lean,-1.52E-05,R,1.52097E-05
FL,FL-HD-44,D,Lean,1.52E-05,D,1.51725E-05
FL,FL-SD-9,R,Lean,1.47E-05,D,1.47242E-05
KS,KS-HD-78,R,Likely,1.47E-05,D,1.47022E-05
FL,FL-SD-25,R,Likely,1.43E-05,D,1.42624E-05
NC,NC-HD-19,R,Likely,1.41E-05,D,1.40753E-05
FL,FL-HD-103,D,Lean,1.40E-05,D,1.404E-05
NC,NC-HD-118,R,Likely,1.39E-05,D,1.39039E-05
FL,FL-HD-114,D,Lean,1.37E-05,D,1.36888E-05
NC,NC-HD-6,R,Likely,1.36E-05,D,1.36211E-05
CT,CT-HD-27,D,Likely,-1.34E-05,R,1.34011E-05
FL,FL-HD-12,R,Safe,1.29E-05,D,1.29361E-05
CT,CT-HD-2,D,Lean,-1.25E-05,R,1.2483E-05
NC,NC-HD-113,R,Likely,1.25E-05,D,1.24523E-05
CT,CT-HD-123,R,Safe,-1.24E-05,R,1.23523E-05
CT,CT-HD-114,R,Safe,-1.21E-05,R,1.20513E-05
FL,FL-HD-64,R,Safe,1.20E-05,D,1.19736E-05
FL,FL-HD-2,R,Safe,1.20E-05,D,1.19717E-05
FL,FL-HD-40,R,Safe,1.19E-05,D,1.18727E-05
FL,FL-HD-67,R,Safe,1.19E-05,D,1.18719E-05
MN,MN-SD-25,R,Likely,-1.17E-05,R,1.16857E-05
CT,CT-HD-67,R,Safe,-1.17E-05,R,1.16516E-05
CT,CT-HD-107,R,Safe,-1.16E-05,R,1.16243E-05
FL,FL-HD-36,R,Safe,1.15E-05,D,1.15271E-05
CT,CT-HD-135,D,Lean,-1.15E-05,R,1.15009E-05
FL,FL-HD-41,R,Safe,1.15E-05,D,1.14638E-05
FL,FL-HD-69,D,Lean,1.13E-05,D,1.13499E-05
FL,FL-HD-66,R,Safe,1.13E-05,D,1.13478E-05
FL,FL-HD-79,R,Safe,1.12E-05,D,1.11888E-05
FL,FL-HD-53,R,Safe,1.12E-05,D,1.11602E-05
CT,CT-HD-66,R,Safe,-1.11E-05,R,1.1135E-05
FL,FL-HD-30,D,Lean,1.11E-05,D,1.11234E-05
CT,CT-HD-134,R,Safe,-1.11E-05,R,1.11084E-05
FL,FL-HD-78,R,Safe,1.11E-05,D,1.10858E-05
FL,FL-HD-16,R,Safe,1.11E-05,D,1.10586E-05
NC,NC-HD-105,D,Likely,1.10E-05,D,1.1015E-05
FL,FL-HD-51,R,Safe,1.10E-05,D,1.09699E-05
FL,FL-HD-65,R,Safe,1.08E-05,D,1.08405E-05
MN,MN-SD-33,R,Likely,-1.07E-05,R,1.0733E-05
MN,MN-SD-39,R,Likely,-1.07E-05,R,1.07158E-05
FL,FL-HD-39,R,Safe,1.07E-05,D,1.067E-05
NC,NC-HD-104,D,Likely,1.07E-05,D,1.06638E-05
CT,CT-HD-58,D,Lean,-1.06E-05,R,1.05948E-05
CT,CT-HD-62,R,Safe,-1.05E-05,R,1.05224E-05
NC,NC-HD-47,D,Likely,1.05E-05,D,1.0517E-05
MN,MN-SD-36,D,Safe,-1.05E-05,R,1.04867E-05
CT,CT-HD-45,R,Safe,-1.05E-05,R,1.04636E-05
FL,FL-HD-71,R,Safe,1.04E-05,D,1.04256E-05
CT,CT-HD-47,R,Safe,-1.04E-05,R,1.03901E-05
WI,WI-HD-74,D,Lean,1.04E-05,D,1.03851E-05
CT,CT-HD-81,R,Safe,-1.04E-05,R,1.03651E-05
MN,MN-SD-06,D,Safe,-1.03E-05,R,1.02811E-05
CT,CT-HD-42,R,Safe,-1.02E-05,R,1.02499E-05
MN,MN-SD-51,D,Safe,-1.02E-05,R,1.01667E-05
NC,NC-HD-21,D,Likely,1.02E-05,D,1.01583E-05
PA,PA-SD-9,D,Tilt,-1.00E-05,R,1.00319E-05
FL,FL-HD-111,R,Safe,9.88E-06,D,9.87962E-06
WI,WI-HD-14,D,Lean,9.80E-06,D,9.8028E-06
FL,FL-HD-74,R,Safe,9.79E-06,D,9.79276E-06
CT,CT-HD-69,R,Safe,-9.70E-06,R,9.7006E-06
TX,TX-HD-105,D,Safe,9.65E-06,D,9.64774E-06
FL,FL-HD-75,R,Safe,9.61E-06,D,9.61499E-06
MN,MN-SD-49,D,Safe,-9.57E-06,R,9.56777E-06
NC,NC-HD-36,D,Likely,9.54E-06,D,9.54072E-06
FL,FL-HD-25,R,Safe,9.53E-06,D,9.52637E-06
NC,NC-HD-103,D,Likely,9.51E-06,D,9.50797E-06
CT,CT-HD-61,R,Safe,-9.36E-06,R,9.36166E-06
MN,MN-SD-42,D,Safe,-9.32E-06,R,9.32404E-06
CT,CT-HD-21,D,Lean,-9.26E-06,R,9.26197E-06
MN,MN-SD-02,R,Safe,-9.13E-06,R,9.129E-06
KS,KS-SD-28,D,Tilt,9.09E-06,D,9.0873E-06
TX,TX-HD-107,D,Safe,8.99E-06,D,8.9906E-06
FL,FL-HD-37,R,Safe,8.88E-06,D,8.87689E-06
FL,FL-SD-39,FALSE,Toss-Up,8.83E-06,D,8.82688E-06
TX,TX-HD-114,D,Safe,8.61E-06,D,8.61438E-06
WI,WI-HD-94,D,Likely,8.56E-06,D,8.56155E-06
KS,KS-SD-18,D,Tilt,8.54E-06,D,8.54331E-06
PA,PA-HD-151,FALSE,Toss-Up,-8.51E-06,R,8.50963E-06
CT,CT-HD-139,D,Likely,-8.44E-06,R,8.44163E-06
MN,MN-SD-17,R,Safe,-8.31E-06,R,8.31075E-06
KS,KS-HD-20,R,Likely,8.30E-06,D,8.297E-06
PA,PA-HD-49,R,Lean,-8.27E-06,R,8.26823E-06
TX,TX-HD-91,R,Safe,8.22E-06,D,8.21626E-06
CT,CT-HD-79,D,Likely,-8.17E-06,R,8.16869E-06
TX,TX-HD-133,R,Safe,8.14E-06,D,8.13519E-06
FL,FL-HD-1,R,Safe,8.02E-06,D,8.01908E-06
KS,KS-HD-52,R,Likely,8.01E-06,D,8.0136E-06
TX,TX-HD-115,D,Safe,7.94E-06,D,7.93841E-06
PA,PA-HD-18,R,Tilt,-7.89E-06,R,7.89449E-06
MN,MN-SD-24,R,Safe,-7.89E-06,R,7.88512E-06
PA,PA-HD-168,FALSE,Toss-Up,-7.88E-06,R,7.87913E-06
PA,PA-HD-44,R,Lean,-7.86E-06,R,7.85977E-06
TX,TX-HD-68,R,Safe,7.83E-06,D,7.83093E-06
PA,PA-HD-30,R,Lean,-7.83E-06,R,7.82571E-06
TX,TX-HD-5,R,Safe,7.80E-06,D,7.80207E-06
PA,PA-HD-29,R,Tilt,-7.78E-06,R,7.77964E-06
MN,MN-SD-32,R,Safe,-7.77E-06,R,7.76923E-06
KS,KS-HD-32,D,Safe,7.69E-06,D,7.68596E-06
TX,TX-HD-117,D,Safe,7.62E-06,D,7.62332E-06
TX,TX-HD-17,R,Safe,7.59E-06,D,7.59228E-06
CT,CT-HD-122,R,Safe,-7.55E-06,R,7.54858E-06
MN,MN-SD-13,R,Safe,-7.52E-06,R,7.51812E-06
TX,TX-HD-57,R,Safe,7.52E-06,D,7.51634E-06
PA,PA-SD-35,R,Safe,-7.44E-06,R,7.43724E-06
TX,TX-HD-11,R,Safe,7.43E-06,D,7.43352E-06
KS,KS-SD-5,FALSE,Toss-Up,7.43E-06,D,7.42847E-06
KS,KS-SD-10,FALSE,Toss-Up,7.36E-06,D,7.35807E-06
PA,PA-HD-105,R,Tilt,-7.35E-06,R,7.35283E-06
TX,TX-HD-6,R,Safe,7.34E-06,D,7.3412E-06
TX,TX-HD-127,R,Safe,7.34E-06,D,7.33649E-06
TX,TX-HD-33,R,Safe,7.29E-06,D,7.29056E-06
KS,KS-HD-54,R,Safe,7.24E-06,D,7.23944E-06
TX,TX-HD-136,D,Safe,7.22E-06,D,7.21713E-06
TX,TX-HD-128,R,Safe,7.19E-06,D,7.18577E-06
TX,TX-HD-62,R,Safe,7.18E-06,D,7.18161E-06
TX,TX-HD-98,R,Safe,7.11E-06,D,7.11165E-06
FL,FL-HD-31,R,Safe,7.10E-06,D,7.09535E-06
TX,TX-HD-24,R,Safe,7.09E-06,D,7.09128E-06
TX,TX-HD-84,R,Safe,7.08E-06,D,7.08301E-06
TX,TX-HD-71,R,Safe,7.06E-06,D,7.06152E-06
TX,TX-HD-56,R,Safe,7.02E-06,D,7.02454E-06
CT,CT-HD-71,R,Safe,-7.02E-06,R,7.01583E-06
TX,TX-HD-129,R,Safe,7.00E-06,D,7.00128E-06
TX,TX-HD-14,R,Safe,6.94E-06,D,6.93636E-06
KS,KS-SD-8,D,Lean,6.93E-06,D,6.92527E-06
TX,TX-HD-53,R,Safe,6.91E-06,D,6.90525E-06
KS,KS-HD-38,R,Safe,6.89E-06,D,6.89266E-06
CT,CT-HD-142,D,Likely,-6.89E-06,R,6.89019E-06
PA,PA-HD-26,R,Tilt,-6.88E-06,R,6.88316E-06
TX,TX-HD-25,R,Safe,6.88E-06,D,6.87989E-06
MN,MN-SD-34,R,Safe,-6.86E-06,R,6.86413E-06
TX,TX-HD-3,R,Safe,6.86E-06,D,6.85684E-06
PA,PA-HD-144,FALSE,Toss-Up,-6.79E-06,R,6.78672E-06
TX,TX-HD-2,R,Safe,6.76E-06,D,6.76003E-06
FL,FL-HD-63,D,Likely,6.76E-06,D,6.75738E-06
TX,TX-HD-63,R,Safe,6.76E-06,D,6.75543E-06
FL,FL-HD-35,R,Safe,6.75E-06,D,6.75164E-06
FL,FL-HD-24,R,Safe,6.74E-06,D,6.74472E-06
CT,CT-HD-44,R,Safe,-6.74E-06,R,6.7358E-06
TX,TX-HD-58,R,Safe,6.72E-06,D,6.72005E-06
TX,TX-HD-29,R,Safe,6.68E-06,D,6.67958E-06
TX,TX-HD-15,R,Safe,6.65E-06,D,6.64928E-06
TX,TX-HD-83,R,Safe,6.61E-06,D,6.61411E-06
TX,TX-HD-130,R,Safe,6.59E-06,D,6.58656E-06
PA,PA-SD-37,D,Lean,-6.56E-06,R,6.56214E-06
PA,PA-HD-131,R,Tilt,-6.55E-06,R,6.54585E-06
PA,PA-HD-178,FALSE,Toss-Up,-6.53E-06,R,6.53308E-06
NM,NM-SD-30,D,Lean,-6.48E-06,R,6.47916E-06
TX,TX-HD-61,R,Safe,6.46E-06,D,6.46165E-06
TX,TX-HD-70,R,Safe,6.45E-06,D,6.44711E-06
WI,WI-HD-23,D,Tilt,6.37E-06,D,6.36779E-06
CT,CT-HD-52,R,Safe,-6.35E-06,R,6.35428E-06
TX,TX-HD-20,R,Safe,6.34E-06,D,6.34421E-06
MN,MN-SD-52,D,Safe,-6.16E-06,R,6.16455E-06
CT,CT-HD-43,D,Likely,-6.07E-06,R,6.07468E-06
NM,NM-SD-39,D,Lean,-6.06E-06,R,6.06341E-06
CT,CT-HD-57,R,Safe,-6.05E-06,R,6.05229E-06
GA,GA-HD-35,R,Lean,6.03E-06,D,6.0325E-06
WI,WI-HD-51,FALSE,Toss-Up,5.99E-06,D,5.99395E-06
TX,TX-HD-44,R,Safe,5.99E-06,D,5.98545E-06
GA,GA-HD-97,R,Likely,5.93E-06,D,5.92721E-06
TX,TX-HD-118,D,Safe,5.92E-06,D,5.92041E-06
TX,TX-HD-73,R,Safe,5.89E-06,D,5.89104E-06
GA,GA-HD-138,R,Likely,5.79E-06,D,5.79424E-06
CT,CT-HD-85,D,Likely,-5.76E-06,R,5.76394E-06
FL,FL-HD-82,R,Safe,5.71E-06,D,5.7131E-06
CT,CT-HD-102,D,Likely,-5.69E-06,R,5.68503E-06
WI,WI-HD-57,D,Safe,5.67E-06,D,5.67175E-06
CT,CT-HD-73,D,Likely,-5.67E-06,R,5.67042E-06
CT,CT-HD-50,D,Likely,-5.65E-06,R,5.64974E-06
MN,MN-SD-01,R,Safe,-5.57E-06,R,5.56929E-06
CT,CT-HD-8,R,Safe,-5.57E-06,R,5.5684E-06
GA,GA-HD-104,R,Lean,5.49E-06,D,5.49259E-06
NC,NC-SD-11,R,Lean,-5.47E-06,R,5.46625E-06
NC,NC-SD-19,FALSE,Toss-Up,5.46E-06,D,5.46306E-06
FL,FL-HD-73,R,Safe,5.45E-06,D,5.44716E-06
NM,NM-SD-9,D,Tilt,-5.39E-06,R,5.38817E-06
GA,GA-HD-119,R,Likely,5.36E-06,D,5.35779E-06
MN,MN-SD-47,R,Safe,-5.30E-06,R,5.29951E-06
KS,KS-HD-103,D,Safe,5.28E-06,D,5.27964E-06
GA,GA-HD-117,R,Likely,5.27E-06,D,5.27135E-06
CT,CT-HD-28,D,Likely,-5.22E-06,R,5.22443E-06
KS,KS-HD-121,R,Safe,5.17E-06,D,5.16542E-06
FL,FL-HD-80,R,Safe,5.14E-06,D,5.14455E-06
TX,TX-HD-41,D,Safe,5.14E-06,D,5.14123E-06
NC,NC-SD-31,R,Lean,-5.13E-06,R,5.13475E-06
PA,PA-HD-147,R,Lean,-5.00E-06,R,5.00308E-06
PA,PA-HD-76,R,Likely,-5.00E-06,R,4.99808E-06
NC,NC-SD-17,D,Lean,5.00E-06,D,4.99622E-06
PA,PA-HD-40,R,Likely,-4.97E-06,R,4.96817E-06
