state,district,favored,confidence,redistricting_voter_power,anti_gerrymandering_party,abs_power
GA,GA-HD-44,R,Likely,4.95E-06,D,4.94908E-06
PA,PA-HD-39,R,Likely,-4.94E-06,R,4.93639E-06
GA,GA-HD-52,R,Tilt,4.91E-06,D,4.91302E-06
FL,FL-SD-21,R,Safe,4.91E-06,D,4.91286E-06
TX,TX-HD-74,D,Safe,4.86E-06,D,4.86231E-06
FL,FL-SD-23,R,Safe,4.86E-06,D,4.86042E-06
GA,GA-HD-43,R,Tilt,4.85E-06,D,4.84891E-06
PA,PA-HD-48,R,Likely,-4.84E-06,R,4.84283E-06
GA,GA-HD-49,R,Safe,4.82E-06,D,4.81795E-06
CT,CT-HD-56,D,Likely,-4.76E-06,R,4.75506E-06
FL,FL-SD-7,R,Safe,4.74E-06,D,4.74367E-06
PA,PA-HD-28,R,Lean,-4.69E-06,R,4.68899E-06
CT,CT-HD-89,R,Safe,-4.67E-06,R,4.67453E-06
CT,CT-HD-86,R,Safe,-4.67E-06,R,4.67452E-06
NM,NM-SD-18,D,Tilt,-4.64E-06,R,4.63683E-06
PA,PA-HD-104,R,Likely,-4.62E-06,R,4.61708E-06
TX,TX-HD-144,D,Safe,4.60E-06,D,4.60187E-06
NC,NC-SD-27,D,Lean,4.55E-06,D,4.55039E-06
PA,PA-HD-120,R,Lean,-4.55E-06,R,4.54669E-06
KS,KS-HD-84,D,Safe,4.52E-06,D,4.51639E-06
GA,GA-HD-147,R,Lean,4.51E-06,D,4.51276E-06
KS,KS-HD-35,D,Safe,4.51E-06,D,4.50956E-06
CT,CT-SD-30,R,Lean,-4.47E-06,R,4.46642E-06
MN,MN-HD-48B,D,Tilt,-4.42E-06,R,4.41841E-06
KS,KS-HD-58,D,Safe,4.39E-06,D,4.39444E-06
KS,KS-SD-3,D,Lean,4.38E-06,D,4.37742E-06
GA,GA-HD-164,R,Tilt,4.35E-06,D,4.35322E-06
KS,KS-HD-83,D,Safe,4.34E-06,D,4.33611E-06
MN,MN-HD-55A,D,Tilt,-4.33E-06,R,4.33066E-06
NC,NC-SD-18,D,Lean,4.32E-06,D,4.32239E-06
CT,CT-SD-35,R,Lean,-4.32E-06,R,4.31961E-06
MN,MN-SD-50,D,Safe,-4.30E-06,R,4.29975E-06
KS,KS-HD-31,D,Safe,4.22E-06,D,4.2241E-06
CT,CT-SD-17,FALSE,Toss-Up,-4.21E-06,R,4.21278E-06
WI,WI-SD-32,FALSE,Toss-Up,4.19E-06,D,4.1861E-06
MN,MN-SD-10,R,Safe,-4.18E-06,R,4.17946E-06
PA,PA-HD-160,D,Lean,-4.16E-06,R,4.1624E-06
GA,GA-HD-110,R,Safe,4.13E-06,D,4.13041E-06
KS,KS-HD-57,D,Safe,4.12E-06,D,4.12071E-06
PA,PA-HD-72,D,Tilt,-4.11E-06,R,4.11203E-06
GA,GA-HD-34,R,Safe,4.09E-06,D,4.08757E-06
FL,FL-HD-77,R,Safe,4.08E-06,D,4.08044E-06
FL,FL-HD-54,R,Safe,4.06E-06,D,4.05754E-06
NM,NM-SD-20,D,Tilt,-4.05E-06,R,4.05419E-06
KS,KS-HD-89,D,Safe,4.04E-06,D,4.04203E-06
CT,CT-SD-20,FALSE,Toss-Up,-4.03E-06,R,4.02512E-06
KS,KS-HD-92,D,Safe,4.02E-06,D,4.02232E-06
MN,MN-HD-56B,D,Tilt,-3.96E-06,R,3.95571E-06
MN,MN-HD-54A,D,Lean,-3.94E-06,R,3.94241E-06
KS,KS-HD-33,D,Safe,3.93E-06,D,3.92502E-06
NC,NC-SD-9,FALSE,Toss-Up,3.92E-06,D,3.91595E-06
KS,KS-HD-88,D,Safe,3.86E-06,D,3.85712E-06
MN,MN-SD-19,D,Safe,-3.85E-06,R,3.85005E-06
CT,CT-SD-36,D,Tilt,-3.83E-06,R,3.82641E-06
MN,MN-HD-57B,D,Lean,-3.82E-06,R,3.81973E-06
CT,CT-HD-22,R,Safe,-3.82E-06,R,3.81617E-06
KS,KS-HD-53,D,Safe,3.79E-06,D,3.7881E-06
KS,KS-HD-95,D,Safe,3.74E-06,D,3.74153E-06
MN,MN-SD-28,R,Safe,-3.74E-06,R,3.7371E-06
NM,NM-SD-10,D,Tilt,-3.73E-06,R,3.72714E-06
MN,MN-HD-33B,D,Tilt,-3.71E-06,R,3.7139E-06
FL,FL-HD-7,R,Safe,3.70E-06,D,3.70146E-06
TX,TX-HD-90,D,Safe,3.70E-06,D,3.69998E-06
MN,MN-HD-37B,D,Tilt,-3.70E-06,R,3.69685E-06
FL,FL-HD-22,R,Safe,3.68E-06,D,3.67646E-06
NM,NM-SD-28,D,Safe,-3.67E-06,R,3.67484E-06
FL,FL-HD-52,R,Safe,3.66E-06,D,3.66065E-06
KS,KS-SD-21,D,Likely,3.66E-06,D,3.65647E-06
KS,KS-HD-55,D,Safe,3.64E-06,D,3.64235E-06
MN,MN-HD-56A,D,Tilt,-3.60E-06,R,3.60393E-06
MN,MN-SD-62,D,Safe,-3.60E-06,R,3.59618E-06
MN,MN-HD-39B,D,Lean,-3.59E-06,R,3.59204E-06
MN,MN-HD-36A,D,Lean,-3.59E-06,R,3.58995E-06
KS,KS-HD-21,D,Safe,3.59E-06,D,3.58586E-06
WI,WI-HD-43,D,Safe,3.58E-06,D,3.5778E-06
MN,MN-HD-53B,D,Lean,-3.57E-06,R,3.57223E-06
NV,NV-SD-11,D,Safe,-3.53E-06,R,3.52827E-06
CT,CT-HD-87,R,Safe,-3.52E-06,R,3.52359E-06
MN,MN-HD-05A,D,Tilt,-3.52E-06,R,3.51656E-06
NM,NM-SD-37,D,Safe,-3.52E-06,R,3.51523E-06
PA,PA-HD-13,R,Likely,-3.50E-06,R,3.50411E-06
NM,NM-SD-15,D,Safe,-3.49E-06,R,3.49369E-06
GA,GA-HD-151,FALSE,Toss-Up,3.49E-06,D,3.49084E-06
MN,MN-HD-38B,D,Lean,-3.48E-06,R,3.47845E-06
CT,CT-HD-63,R,Safe,-3.45E-06,R,3.44776E-06
MN,MN-HD-47B,FALSE,Toss-Up,-3.43E-06,R,3.42695E-06
KS,KS-HD-36,D,Safe,3.41E-06,D,3.4084E-06
FL,FL-SD-17,R,Safe,3.35E-06,D,3.34843E-06
TX,TX-HD-103,D,Safe,3.33E-06,D,3.32959E-06
CT,CT-HD-48,D,Safe,-3.27E-06,R,3.2692E-06
NC,NC-HD-68,R,Safe,3.27E-06,D,3.2674E-06
CT,CT-HD-118,D,Safe,-3.26E-06,R,3.26327E-06
KS,KS-SD-20,R,Likely,3.24E-06,D,3.2434E-06
KS,KS-HD-100,R,Safe,3.23E-06,D,3.22668E-06
PA,PA-SD-25,R,Safe,-3.22E-06,R,3.22394E-06
FL,FL-HD-76,R,Safe,3.22E-06,D,3.22281E-06
CT,CT-HD-76,R,Safe,-3.22E-06,R,3.22004E-06
PA,PA-SD-41,R,Safe,-3.22E-06,R,3.21666E-06
PA,PA-SD-39,R,Safe,-3.21E-06,R,3.20673E-06
PA,PA-HD-123,R,Likely,-3.21E-06,R,3.20651E-06
MN,MN-SD-43,D,Safe,-3.19E-06,R,3.1924E-06
NC,NC-HD-22,R,Safe,3.19E-06,D,3.18703E-06
CT,CT-HD-112,R,Safe,-3.17E-06,R,3.16962E-06
FL,FL-HD-112,D,Safe,3.17E-06,D,3.16907E-06
NC,NC-HD-96,R,Safe,3.17E-06,D,3.16529E-06
NC,NC-HD-70,R,Safe,3.15E-06,D,3.15314E-06
PA,PA-HD-165,D,Lean,-3.15E-06,R,3.14731E-06
PA,PA-SD-47,R,Safe,-3.15E-06,R,3.14577E-06
CT,CT-HD-29,D,Safe,-3.14E-06,R,3.14434E-06
NC,NC-HD-4,R,Safe,3.14E-06,D,3.13842E-06
PA,PA-SD-23,R,Safe,-3.13E-06,R,3.13067E-06
NC,NC-HD-69,R,Safe,3.12E-06,D,3.12444E-06
NV,NV-SD-6,D,Lean,-3.12E-06,R,3.12086E-06
TX,TX-HD-31,D,Safe,3.07E-06,D,3.06953E-06
CT,CT-HD-104,D,Safe,-3.07E-06,R,3.06625E-06
NC,NC-HD-109,R,Safe,3.06E-06,D,3.06197E-06
NC,NC-HD-78,R,Safe,3.06E-06,D,3.05933E-06
NC,NC-HD-7,R,Safe,3.04E-06,D,3.04238E-06
GA,GA-HD-173,R,Safe,3.04E-06,D,3.04224E-06
MN,MN-SD-40,D,Safe,-3.03E-06,R,3.03428E-06
CT,CT-SD-14,D,Lean,-3.02E-06,R,3.02471E-06
PA,PA-SD-27,R,Safe,-3.02E-06,R,3.02123E-06
NC,NC-HD-79,R,Safe,3.01E-06,D,3.0141E-06
PA,PA-HD-162,D,Lean,-3.01E-06,R,3.01363E-06
PA,PA-HD-143,D,Lean,-3.00E-06,R,3.00454E-06
PA,PA-SD-31,R,Safe,-2.99E-06,R,2.98996E-06
NC,NC-HD-55,R,Safe,2.98E-06,D,2.98207E-06
MN,MN-SD-65,D,Safe,-2.97E-06,R,2.97221E-06
TX,TX-HD-145,D,Safe,2.97E-06,D,2.96727E-06
NC,NC-HD-3,R,Safe,2.97E-06,D,2.96617E-06
PA,PA-SD-21,R,Safe,-2.95E-06,R,2.95005E-06
NC,NC-HD-89,R,Safe,2.95E-06,D,2.94551E-06
PA,PA-SD-33,R,Safe,-2.94E-06,R,2.94434E-06
TX,TX-HD-148,D,Safe,2.93E-06,D,2.93282E-06
NC,NC-HD-75,R,Safe,2.93E-06,D,2.9325E-06
NC,NC-HD-108,R,Safe,2.93E-06,D,2.92817E-06
NC,NC-HD-111,R,Safe,2.93E-06,D,2.927E-06
NC,NC-HD-14,R,Safe,2.93E-06,D,2.92576E-06
FL,FL-SD-27,R,Safe,2.92E-06,D,2.9217E-06
NC,NC-HD-85,R,Safe,2.91E-06,D,2.91413E-06
PA,PA-HD-41,R,Likely,-2.90E-06,R,2.9026E-06
NC,NC-HD-2,R,Safe,2.89E-06,D,2.88698E-06
NC,NC-HD-64,R,Safe,2.88E-06,D,2.88043E-06
KS,KS-SD-30,R,Likely,2.86E-06,D,2.86229E-06
PA,PA-HD-138,R,Likely,-2.86E-06,R,2.85941E-06
CT,CT-HD-113,R,Safe,-2.85E-06,R,2.85443E-06
NC,NC-HD-73,R,Safe,2.85E-06,D,2.84896E-06
MN,MN-SD-03,D,Safe,-2.84E-06,R,2.84052E-06
FL,FL-HD-56,R,Safe,2.84E-06,D,2.84001E-06
CT,CT-SD-28,R,Likely,-2.84E-06,R,2.83809E-06
NC,NC-HD-91,R,Safe,2.83E-06,D,2.83097E-06
NC,NC-HD-80,R,Safe,2.83E-06,D,2.82915E-06
NC,NC-HD-10,R,Safe,2.83E-06,D,2.82761E-06
NC,NC-HD-86,R,Safe,2.82E-06,D,2.81763E-06
NC,NC-HD-95,R,Safe,2.81E-06,D,2.81301E-06
PA,PA-HD-53,D,Lean,-2.80E-06,R,2.80496E-06
NC,NC-HD-112,R,Safe,2.80E-06,D,2.80048E-06
NC,NC-HD-76,R,Safe,2.79E-06,D,2.79317E-06
FL,FL-HD-100,D,Safe,2.79E-06,D,2.79311E-06
KS,KS-HD-82,R,Safe,2.77E-06,D,2.76864E-06
NC,NC-HD-90,R,Safe,2.76E-06,D,2.75908E-06
NC,NC-HD-81,R,Safe,2.75E-06,D,2.74712E-06
NC,NC-HD-87,R,Safe,2.74E-06,D,2.74261E-06
NC,NC-HD-120,R,Safe,2.74E-06,D,2.74168E-06
FL,FL-HD-19,R,Safe,2.74E-06,D,2.74111E-06
CT,CT-SD-7,R,Likely,-2.74E-06,R,2.73649E-06
NC,NC-HD-84,R,Safe,2.73E-06,D,2.73495E-06
TX,TX-HD-149,D,Safe,2.73E-06,D,2.7304E-06
NC,NC-HD-97,R,Safe,2.73E-06,D,2.72987E-06
NC,NC-HD-117,R,Safe,2.73E-06,D,2.72724E-06
MN,MN-HD-54B,FALSE,Toss-Up,-2.73E-06,R,2.72712E-06
NC,NC-HD-65,R,Safe,2.73E-06,D,2.7254E-06
NC,NC-HD-62,R,Safe,2.71E-06,D,2.71346E-06
NC,NC-HD-77,R,Safe,2.71E-06,D,2.70994E-06
NV,NV-SD-4,D,Safe,-2.71E-06,R,2.70944E-06
MN,MN-SD-63,D,Safe,-2.71E-06,R,2.70552E-06
NC,NC-HD-28,R,Safe,2.70E-06,D,2.7033E-06
MN,MN-SD-59,D,Safe,-2.70E-06,R,2.7018E-06
MN,MN-SD-64,D,Safe,-2.70E-06,R,2.70007E-06
OR,OR-HD-49,D,Likely,-2.68E-06,R,2.68179E-06
NC,NC-HD-13,R,Safe,2.68E-06,D,2.6799E-06
FL,FL-HD-10,R,Safe,2.68E-06,D,2.67939E-06
CT,CT-HD-80,R,Safe,-2.68E-06,R,2.6757E-06
PA,PA-HD-167,D,Lean,-2.67E-06,R,2.67386E-06
WI,WI-HD-8,D,Safe,2.67E-06,D,2.67141E-06
NC,NC-HD-16,R,Safe,2.67E-06,D,2.67041E-06
FL,FL-HD-18,R,Safe,2.67E-06,D,2.66927E-06
FL,FL-HD-55,R,Safe,2.66E-06,D,2.66063E-06
NC,NC-HD-52,R,Safe,2.66E-06,D,2.65677E-06
NC,NC-HD-26,R,Safe,2.65E-06,D,2.65183E-06
MN,MN-SD-66,D,Safe,-2.63E-06,R,2.63432E-06
CT,CT-SD-18,R,Likely,-2.63E-06,R,2.62789E-06
CT,CT-HD-131,R,Safe,-2.62E-06,R,2.61525E-06
MN,MN-SD-41,D,Safe,-2.61E-06,R,2.61294E-06
NC,NC-HD-15,R,Safe,2.60E-06,D,2.60116E-06
OR,OR-HD-20,D,Likely,-2.59E-06,R,2.58993E-06
TX,TX-HD-142,D,Safe,2.59E-06,D,2.58876E-06
CT,CT-HD-105,R,Safe,-2.58E-06,R,2.5802E-06
FL,FL-HD-23,R,Safe,2.56E-06,D,2.56421E-06
FL,FL-HD-5,R,Safe,2.56E-06,D,2.5583E-06
NV,NV-SD-5,D,Tilt,-2.56E-06,R,2.55617E-06
PA,PA-HD-97,R,Likely,-2.55E-06,R,2.55287E-06
CT,CT-HD-70,R,Safe,-2.55E-06,R,2.55189E-06
TX,TX-HD-78,D,Safe,2.55E-06,D,2.55125E-06
NC,NC-HD-53,R,Safe,2.55E-06,D,2.54943E-06
MN,MN-HD-34B,D,Likely,-2.54E-06,R,2.54116E-06
OR,OR-HD-37,D,Likely,-2.53E-06,R,2.53218E-06
FL,FL-HD-38,R,Safe,2.51E-06,D,2.5147E-06
MN,MN-SD-61,D,Safe,-2.51E-06,R,2.51416E-06
FL,FL-HD-9,D,Safe,2.51E-06,D,2.51197E-06
WI,WI-HD-96,R,Lean,2.51E-06,D,2.50959E-06
NM,NM-SD-23,FALSE,Toss-Up,-2.50E-06,R,2.50485E-06
FL,FL-HD-4,R,Safe,2.50E-06,D,2.50445E-06
FL,FL-HD-6,R,Safe,2.49E-06,D,2.49344E-06
GA,GA-HD-19,R,Safe,2.49E-06,D,2.49031E-06
FL,FL-HD-106,R,Safe,2.49E-06,D,2.48654E-06
MN,MN-HD-25B,D,Likely,-2.48E-06,R,2.48401E-06
FL,FL-HD-34,R,Safe,2.48E-06,D,2.47553E-06
TX,TX-HD-22,D,Safe,2.47E-06,D,2.46548E-06
CT,CT-HD-108,R,Safe,-2.45E-06,R,2.45477E-06
MN,MN-SD-45,D,Safe,-2.45E-06,R,2.45185E-06
CT,CT-HD-68,R,Safe,-2.43E-06,R,2.43111E-06
MN,MN-HD-52B,D,Likely,-2.42E-06,R,2.41876E-06
NC,NC-HD-100,D,Safe,2.41E-06,D,2.41411E-06
GA,GA-HD-109,FALSE,Toss-Up,2.40E-06,D,2.40168E-06
FL,FL-HD-3,R,Safe,2.40E-06,D,2.39695E-06
MN,MN-SD-46,D,Safe,-2.39E-06,R,2.38901E-06
FL,FL-HD-11,R,Safe,2.37E-06,D,2.37447E-06
MN,MN-HD-44A,D,Likely,-2.37E-06,R,2.36585E-06
FL,FL-HD-68,D,Safe,2.36E-06,D,2.36184E-06
CT,CT-HD-78,R,Safe,-2.35E-06,R,2.35294E-06
NC,NC-HD-102,D,Safe,2.35E-06,D,2.34851E-06
MN,MN-SD-07,D,Safe,-2.32E-06,R,2.32133E-06
TX,TX-HD-27,D,Safe,2.32E-06,D,2.31542E-06
CT,CT-SD-8,R,Likely,-2.31E-06,R,2.30919E-06
TX,TX-HD-34,D,Safe,2.30E-06,D,2.30291E-06
NC,NC-SD-3,D,Likely,2.30E-06,D,2.30113E-06
KS,KS-SD-22,D,Lean,2.29E-06,D,2.29396E-06
TX,TX-HD-109,D,Safe,2.29E-06,D,2.29326E-06
PA,PA-HD-176,R,Likely,-2.29E-06,R,2.2912E-06
TX,TX-HD-119,D,Safe,2.28E-06,D,2.27614E-06
OR,OR-HD-26,D,Lean,-2.27E-06,R,2.27095E-06
WI,WI-HD-92,R,Lean,2.26E-06,D,2.2632E-06
KS,KS-HD-47,R,Safe,2.24E-06,D,2.23946E-06
PA,PA-HD-158,D,Lean,-2.23E-06,R,2.22672E-06
NC,NC-HD-17,R,Safe,2.23E-06,D,2.22574E-06
TX,TX-HD-51,D,Safe,2.22E-06,D,2.22402E-06
TX,TX-HD-116,D,Safe,2.22E-06,D,2.22265E-06
TX,TX-HD-120,D,Safe,2.22E-06,D,2.22206E-06
CT,CT-SD-12,D,Lean,-2.20E-06,R,2.20125E-06
FL,FL-HD-17,R,Safe,2.20E-06,D,2.20066E-06
MN,MN-SD-22,R,Safe,-2.20E-06,R,2.19664E-06
PA,PA-HD-152,D,Lean,-2.18E-06,R,2.17947E-06
NC,NC-HD-27,D,Safe,2.16E-06,D,2.16147E-06
OR,OR-HD-52,D,Lean,-2.16E-06,R,2.15869E-06
PA,PA-HD-142,R,Likely,-2.14E-06,R,2.1425E-06
CT,CT-SD-33,D,Lean,-2.12E-06,R,2.12325E-06
MN,MN-SD-15,R,Safe,-2.11E-06,R,2.11322E-06
NC,NC-HD-72,D,Safe,2.11E-06,D,2.11162E-06
MN,MN-SD-09,R,Safe,-2.11E-06,R,2.10953E-06
NC,NC-HD-5,D,Safe,2.11E-06,D,2.10605E-06
NC,NC-HD-34,D,Safe,2.10E-06,D,2.10041E-06
NC,NC-HD-99,D,Safe,2.09E-06,D,2.09169E-06
NC,NC-HD-44,D,Safe,2.09E-06,D,2.09002E-06
TX,TX-HD-50,D,Safe,2.09E-06,D,2.08939E-06
NC,NC-HD-38,D,Safe,2.09E-06,D,2.08892E-06
OR,OR-HD-32,D,Lean,-2.07E-06,R,2.06559E-06
NC,NC-HD-23,D,Safe,2.06E-06,D,2.05778E-06
MN,MN-SD-18,R,Safe,-2.05E-06,R,2.04629E-06
OR,OR-HD-50,D,Safe,-2.04E-06,R,2.04244E-06
NC,NC-HD-58,D,Safe,2.04E-06,D,2.04075E-06
MN,MN-SD-23,R,Safe,-2.04E-06,R,2.04022E-06
MN,MN-SD-30,R,Safe,-2.04E-06,R,2.03843E-06
KS,KS-HD-12,R,Safe,2.03E-06,D,2.03198E-06
MN,MN-SD-12,R,Safe,-2.03E-06,R,2.02663E-06
CT,CT-SD-13,D,Lean,-2.03E-06,R,2.02654E-06
MN,MN-SD-16,R,Safe,-2.03E-06,R,2.0256E-06
NM,NM-SD-35,FALSE,Toss-Up,-2.01E-06,R,2.0094E-06
KY,KY-HD-92,R,Safe,2.01E-06,D,2.00748E-06
KS,KS-HD-116,R,Safe,2.00E-06,D,2.00103E-06
KY,KY-HD-3,R,Likely,2.00E-06,D,1.99831E-06
OR,OR-HD-11,D,Likely,-1.99E-06,R,1.99444E-06
KS,KS-HD-13,R,Safe,1.99E-06,D,1.98984E-06
TX,TX-HD-49,D,Safe,1.99E-06,D,1.98768E-06
MN,MN-SD-55,R,Safe,-1.99E-06,R,1.98661E-06
MN,MN-SD-35,R,Safe,-1.99E-06,R,1.98523E-06
NC,NC-HD-32,D,Safe,1.98E-06,D,1.98471E-06
PA,PA-HD-61,D,Lean,-1.98E-06,R,1.97539E-06
NC,NC-HD-107,D,Safe,1.97E-06,D,1.97445E-06
KS,KS-HD-106,R,Safe,1.97E-06,D,1.96952E-06
MN,MN-SD-29,R,Safe,-1.97E-06,R,1.96655E-06
WI,WI-HD-30,R,Tilt,1.97E-06,D,1.96578E-06
WI,WI-HD-9,D,Safe,1.96E-06,D,1.96397E-06
NC,NC-HD-11,D,Safe,1.95E-06,D,1.95282E-06
MN,MN-HD-19A,D,Likely,-1.95E-06,R,1.94874E-06
SC,SC-SD-44,R,Likely,1.94E-06,D,1.94359E-06
NC,NC-HD-92,D,Safe,1.94E-06,D,1.94082E-06
OR,OR-HD-22,D,Safe,-1.94E-06,R,1.94032E-06
NC,NC-HD-60,D,Safe,1.94E-06,D,1.93964E-06
MN,MN-SD-31,R,Safe,-1.93E-06,R,1.93347E-06
FL,FL-HD-33,R,Safe,1.93E-06,D,1.93074E-06
NC,NC-HD-57,D,Safe,1.93E-06,D,1.92957E-06
NC,NC-HD-41,D,Safe,1.93E-06,D,1.92858E-06
KY,KY-HD-93,R,Lean,1.93E-06,D,1.92538E-06
MN,MN-SD-08,R,Safe,-1.92E-06,R,1.91721E-06
FL,FL-HD-104,D,Safe,1.91E-06,D,1.91098E-06
NM,NM-SD-36,D,Safe,-1.91E-06,R,1.90691E-06
NC,NC-HD-88,D,Safe,1.90E-06,D,1.9039E-06
TX,TX-HD-48,D,Safe,1.90E-06,D,1.9022E-06
CT,CT-HD-128,D,Safe,-1.88E-06,R,1.88436E-06
KS,KS-HD-27,R,Safe,1.87E-06,D,1.86652E-06
FL,FL-HD-47,D,Safe,1.87E-06,D,1.86541E-06
NC,NC-HD-116,D,Safe,1.85E-06,D,1.85406E-06
KY,KY-HD-24,R,Safe,1.85E-06,D,1.85123E-06
KY,KY-HD-97,R,Safe,1.85E-06,D,1.85066E-06
CT,CT-HD-147,D,Safe,-1.85E-06,R,1.84972E-06
OR,OR-HD-40,D,Safe,-1.84E-06,R,1.8371E-06
OR,OR-HD-14,D,Safe,-1.83E-06,R,1.83432E-06
KS,KS-HD-5,R,Safe,1.83E-06,D,1.82954E-06
NC,NC-HD-8,D,Safe,1.83E-06,D,1.8263E-06
NC,NC-HD-48,D,Safe,1.82E-06,D,1.82425E-06
NC,NC-HD-40,D,Safe,1.82E-06,D,1.82084E-06
KY,KY-HD-15,R,Safe,1.81E-06,D,1.8131E-06
OR,OR-HD-51,D,Safe,-1.80E-06,R,1.79879E-06
KS,KS-HD-70,R,Safe,1.80E-06,D,1.79738E-06
KS,KS-HD-101,R,Safe,1.79E-06,D,1.79069E-06
KY,KY-HD-50,R,Safe,1.79E-06,D,1.79011E-06
NC,NC-HD-42,D,Safe,1.78E-06,D,1.78181E-06
SC,SC-SD-43,R,Lean,1.78E-06,D,1.78133E-06
KS,KS-HD-114,R,Safe,1.78E-06,D,1.77925E-06
NC,NC-HD-49,D,Safe,1.78E-06,D,1.77923E-06
KS,KS-HD-4,R,Safe,1.77E-06,D,1.77274E-06
MN,MN-HD-27B,D,Likely,-1.77E-06,R,1.76569E-06
NC,NC-HD-101,D,Safe,1.77E-06,D,1.76506E-06
CT,CT-HD-40,D,Safe,-1.76E-06,R,1.76279E-06
KS,KS-SD-23,R,Likely,1.76E-06,D,1.75988E-06
CT,CT-HD-13,D,Safe,-1.76E-06,R,1.7593E-06
KS,KS-HD-81,R,Safe,1.76E-06,D,1.7579E-06
KS,KS-HD-50,R,Safe,1.76E-06,D,1.75635E-06
KS,KS-HD-77,R,Safe,1.75E-06,D,1.75441E-06
NC,NC-HD-31,D,Safe,1.74E-06,D,1.73814E-06
CT,CT-SD-6,D,Lean,-1.73E-06,R,1.73457E-06
NC,NC-HD-54,D,Safe,1.73E-06,D,1.72817E-06
KS,KS-HD-9,R,Safe,1.73E-06,D,1.72662E-06
NC,NC-HD-115,D,Safe,1.72E-06,D,1.71875E-06
WI,WI-HD-13,R,Tilt,1.70E-06,D,1.70114E-06
CT,CT-HD-140,D,Safe,-1.70E-06,R,1.69863E-06
KY,KY-HD-22,R,Likely,1.70E-06,D,1.69719E-06
KS,KS-HD-59,R,Safe,1.69E-06,D,1.68505E-06
KY,KY-HD-69,R,Likely,1.67E-06,D,1.6709E-06
NC,NC-HD-114,D,Safe,1.67E-06,D,1.66746E-06
NC,NC-HD-30,D,Safe,1.67E-06,D,1.66566E-06
KY,KY-HD-29,R,Tilt,1.66E-06,D,1.66436E-06
NC,NC-HD-18,D,Safe,1.66E-06,D,1.65846E-06
KS,KS-HD-99,R,Safe,1.66E-06,D,1.65741E-06
KY,KY-HD-62,R,Safe,1.65E-06,D,1.65418E-06
NC,NC-HD-33,D,Safe,1.65E-06,D,1.64967E-06
GA,GA-HD-29,R,Safe,1.65E-06,D,1.64795E-06
KS,KS-SD-7,D,Likely,1.65E-06,D,1.64674E-06
KY,KY-HD-91,R,Lean,1.64E-06,D,1.64145E-06
KS,KS-HD-64,R,Safe,1.64E-06,D,1.63739E-06
WI,WI-HD-10,D,Safe,1.63E-06,D,1.62769E-06
CT,CT-HD-110,D,Safe,-1.63E-06,R,1.62589E-06
PA,PA-HD-146,D,Lean,-1.61E-06,R,1.6132E-06
CT,CT-HD-145,D,Safe,-1.61E-06,R,1.61239E-06
KY,KY-HD-74,R,Likely,1.61E-06,D,1.60822E-06
PA,PA-HD-119,D,Lean,-1.60E-06,R,1.6012E-06
