state,district,favored,confidence,redistricting_voter_power,anti_gerrymandering_party,abs_power
WI,WI-HD-16,D,Safe,1.60E-06,D,1.59801E-06
KS,KS-HD-60,R,Safe,1.59E-06,D,1.59499E-06
GA,GA-HD-48,FALSE,Toss-Up,1.59E-06,D,1.58532E-06
PA,PA-HD-9,D,Lean,-1.58E-06,R,1.58132E-06
KS,KS-HD-68,R,Safe,1.57E-06,D,1.57175E-06
WI,WI-HD-66,D,Safe,1.57E-06,D,1.56565E-06
CT,CT-SD-26,D,Lean,-1.57E-06,R,1.56525E-06
KS,KS-HD-75,R,Safe,1.56E-06,D,1.56217E-06
KY,KY-HD-8,R,Safe,1.56E-06,D,1.55994E-06
NV,NV-HD-21,D,Likely,-1.56E-06,R,1.55965E-06
KY,KY-HD-49,R,Safe,1.55E-06,D,1.5501E-06
PA,PA-HD-55,D,Lean,-1.54E-06,R,1.53524E-06
KS,KS-HD-43,R,Safe,1.53E-06,D,1.53353E-06
CT,CT-HD-95,D,Safe,-1.53E-06,R,1.53157E-06
KS,KS-HD-71,R,Safe,1.52E-06,D,1.52493E-06
WI,WI-HD-17,D,Safe,1.52E-06,D,1.5236E-06
CT,CT-HD-3,D,Safe,-1.52E-06,R,1.51834E-06
KS,KS-HD-94,R,Safe,1.51E-06,D,1.51328E-06
KS,KS-HD-104,R,Safe,1.51E-06,D,1.50883E-06
WI,WI-HD-90,D,Safe,1.51E-06,D,1.50508E-06
KS,KS-SD-9,R,Likely,1.50E-06,D,1.50313E-06
NV,NV-HD-5,D,Likely,-1.50E-06,R,1.49699E-06
FL,FL-HD-91,D,Safe,1.49E-06,D,1.49259E-06
PA,PA-HD-62,R,Safe,-1.49E-06,R,1.48961E-06
WI,WI-HD-11,D,Safe,1.49E-06,D,1.48583E-06
PA,PA-HD-199,R,Safe,-1.48E-06,R,1.48009E-06
CT,CT-HD-148,D,Safe,-1.47E-06,R,1.47454E-06
GA,GA-HD-98,R,Safe,1.47E-06,D,1.46606E-06
WI,WI-HD-65,D,Safe,1.47E-06,D,1.46508E-06
MN,MN-HD-14A,R,Lean,-1.46E-06,R,1.45637E-06
PA,PA-HD-183,R,Safe,-1.46E-06,R,1.45604E-06
PA,PA-HD-145,R,Safe,-1.45E-06,R,1.45215E-06
PA,PA-HD-87,R,Safe,-1.45E-06,R,1.44983E-06
CT,CT-HD-6,D,Safe,-1.45E-06,R,1.44841E-06
OR,OR-HD-10,D,Safe,-1.44E-06,R,1.44325E-06
CT,CT-HD-130,D,Safe,-1.43E-06,R,1.4256E-06
KS,KS-HD-105,R,Safe,1.41E-06,D,1.40805E-06
WI,WI-HD-45,D,Safe,1.40E-06,D,1.40275E-06
WI,WI-HD-12,D,Safe,1.40E-06,D,1.39957E-06
CT,CT-HD-1,D,Safe,-1.40E-06,R,1.39741E-06
CT,CT-HD-75,D,Safe,-1.39E-06,R,1.39332E-06
WI,WI-HD-80,D,Safe,1.39E-06,D,1.39186E-06
PA,PA-HD-46,R,Safe,-1.38E-06,R,1.38497E-06
GA,GA-HD-36,R,Safe,1.38E-06,D,1.37748E-06
CT,CT-HD-129,D,Safe,-1.37E-06,R,1.37163E-06
KY,KY-HD-12,R,Safe,1.37E-06,D,1.37016E-06
WI,WI-HD-73,D,Safe,1.37E-06,D,1.3699E-06
WI,WI-HD-64,D,Safe,1.36E-06,D,1.3647E-06
GA,GA-HD-106,D,Tilt,1.36E-06,D,1.3642E-06
WI,WI-HD-81,D,Safe,1.36E-06,D,1.36301E-06
WI,WI-HD-44,D,Safe,1.36E-06,D,1.35893E-06
GA,GA-HD-30,R,Safe,1.36E-06,D,1.35756E-06
FL,FL-SD-5,R,Safe,1.35E-06,D,1.35484E-06
GA,GA-HD-67,R,Safe,1.35E-06,D,1.35193E-06
CT,CT-HD-24,D,Safe,-1.33E-06,R,1.32536E-06
WI,WI-HD-46,D,Safe,1.33E-06,D,1.32534E-06
NV,NV-HD-41,D,Likely,-1.32E-06,R,1.32472E-06
WI,WI-HD-71,D,Safe,1.32E-06,D,1.32289E-06
CT,CT-HD-82,D,Safe,-1.32E-06,R,1.31876E-06
CT,CT-HD-84,D,Safe,-1.32E-06,R,1.31651E-06
WI,WI-HD-48,D,Safe,1.31E-06,D,1.31409E-06
WI,WI-HD-79,D,Safe,1.31E-06,D,1.31244E-06
GA,GA-HD-21,R,Safe,1.30E-06,D,1.30378E-06
KY,KY-HD-63,R,Safe,1.30E-06,D,1.30341E-06
SC,SC-SD-41,R,Tilt,1.30E-06,D,1.3019E-06
FL,FL-SD-1,R,Safe,1.30E-06,D,1.29766E-06
CT,CT-HD-127,D,Safe,-1.29E-06,R,1.29469E-06
CT,CT-HD-16,D,Safe,-1.29E-06,R,1.29432E-06
NV,NV-HD-35,D,Likely,-1.29E-06,R,1.29192E-06
CT,CT-HD-25,D,Safe,-1.29E-06,R,1.29182E-06
PA,PA-HD-156,D,Likely,-1.29E-06,R,1.291E-06
GA,GA-HD-25,R,Safe,1.29E-06,D,1.28748E-06
NV,NV-HD-12,D,Safe,-1.29E-06,R,1.28595E-06
CT,CT-HD-7,D,Safe,-1.28E-06,R,1.28165E-06
CT,CT-HD-4,D,Safe,-1.28E-06,R,1.27773E-06
WI,WI-HD-78,D,Safe,1.28E-06,D,1.27534E-06
CT,CT-HD-124,D,Safe,-1.27E-06,R,1.27099E-06
GA,GA-HD-24,R,Safe,1.27E-06,D,1.26611E-06
WI,WI-HD-91,D,Safe,1.26E-06,D,1.26395E-06
WI,WI-HD-47,D,Safe,1.26E-06,D,1.25636E-06
WI,WI-HD-54,D,Safe,1.25E-06,D,1.24673E-06
GA,GA-HD-13,R,Safe,1.25E-06,D,1.24649E-06
CT,CT-HD-116,D,Safe,-1.24E-06,R,1.23593E-06
GA,GA-HD-47,R,Safe,1.24E-06,D,1.23574E-06
GA,GA-HD-103,R,Safe,1.22E-06,D,1.22014E-06
WI,WI-HD-4,R,Likely,1.22E-06,D,1.21849E-06
WI,WI-HD-88,R,Lean,1.22E-06,D,1.21631E-06
GA,GA-HD-145,R,Safe,1.22E-06,D,1.21588E-06
GA,GA-HD-114,R,Safe,1.21E-06,D,1.21391E-06
GA,GA-HD-26,R,Safe,1.20E-06,D,1.20162E-06
CT,CT-HD-94,D,Safe,-1.20E-06,R,1.19864E-06
FL,FL-HD-86,D,Safe,1.19E-06,D,1.18975E-06
FL,FL-HD-81,D,Safe,1.19E-06,D,1.18923E-06
KY,KY-HD-84,R,Safe,1.18E-06,D,1.18367E-06
KY,KY-HD-99,R,Lean,1.18E-06,D,1.18264E-06
WI,WI-HD-19,D,Safe,1.18E-06,D,1.18197E-06
PA,PA-HD-189,R,Safe,-1.17E-06,R,1.17481E-06
FL,FL-HD-113,D,Safe,1.17E-06,D,1.17136E-06
CT,CT-SD-24,D,Likely,-1.17E-06,R,1.17122E-06
NM,NM-SD-17,D,Safe,-1.17E-06,R,1.17037E-06
GA,GA-HD-5,R,Safe,1.17E-06,D,1.16993E-06
WI,WI-SD-24,R,Lean,1.17E-06,D,1.16952E-06
NM,NM-SD-11,D,Safe,-1.17E-06,R,1.16885E-06
GA,GA-HD-20,R,Safe,1.17E-06,D,1.16856E-06
GA,GA-HD-46,R,Safe,1.17E-06,D,1.16684E-06
KS,KS-SD-1,R,Safe,1.17E-06,D,1.16503E-06
CT,CT-HD-115,D,Safe,-1.16E-06,R,1.16433E-06
MN,MN-HD-05B,R,Lean,-1.16E-06,R,1.16371E-06
CT,CT-HD-126,D,Safe,-1.16E-06,R,1.16087E-06
WI,WI-HD-95,D,Safe,1.16E-06,D,1.16085E-06
NV,NV-HD-31,D,Lean,-1.16E-06,R,1.1556E-06
GA,GA-HD-122,R,Safe,1.15E-06,D,1.15438E-06
NV,NV-HD-9,D,Safe,-1.15E-06,R,1.14972E-06
CT,CT-HD-146,D,Safe,-1.14E-06,R,1.1422E-06
SC,SC-SD-16,R,Safe,1.14E-06,D,1.14074E-06
GA,GA-HD-144,R,Safe,1.14E-06,D,1.13887E-06
CT,CT-HD-100,D,Safe,-1.14E-06,R,1.13875E-06
PA,PA-HD-155,D,Likely,-1.14E-06,R,1.13791E-06
GA,GA-HD-45,R,Safe,1.13E-06,D,1.13469E-06
GA,GA-HD-71,R,Safe,1.13E-06,D,1.12995E-06
GA,GA-HD-73,R,Safe,1.13E-06,D,1.12835E-06
CT,CT-HD-92,D,Safe,-1.13E-06,R,1.12691E-06
PA,PA-HD-137,R,Safe,-1.12E-06,R,1.11964E-06
GA,GA-HD-33,R,Safe,1.12E-06,D,1.11946E-06
GA,GA-HD-170,R,Safe,1.12E-06,D,1.11804E-06
WI,WI-SD-30,R,Lean,1.12E-06,D,1.11778E-06
GA,GA-HD-16,R,Safe,1.12E-06,D,1.11763E-06
PA,PA-SD-45,D,Likely,-1.12E-06,R,1.11692E-06
KY,KY-HD-45,FALSE,Toss-Up,1.12E-06,D,1.11669E-06
GA,GA-HD-72,R,Safe,1.12E-06,D,1.11628E-06
MN,MN-HD-37A,D,Safe,-1.11E-06,R,1.11494E-06
WI,WI-HD-55,R,Likely,1.11E-06,D,1.11246E-06
GA,GA-HD-115,R,Safe,1.11E-06,D,1.11232E-06
GA,GA-HD-155,R,Safe,1.11E-06,D,1.11028E-06
GA,GA-HD-169,R,Safe,1.11E-06,D,1.1075E-06
CT,CT-HD-93,D,Safe,-1.11E-06,R,1.10741E-06
GA,GA-HD-68,R,Safe,1.11E-06,D,1.1066E-06
GA,GA-HD-158,R,Safe,1.10E-06,D,1.1008E-06
GA,GA-HD-50,D,Tilt,1.10E-06,D,1.10016E-06
GA,GA-HD-17,R,Safe,1.09E-06,D,1.09424E-06
GA,GA-HD-129,R,Safe,1.09E-06,D,1.09375E-06
GA,GA-HD-130,R,Safe,1.09E-06,D,1.09161E-06
GA,GA-HD-18,R,Safe,1.09E-06,D,1.08935E-06
WI,WI-HD-62,R,Likely,1.09E-06,D,1.08915E-06
GA,GA-HD-22,R,Safe,1.09E-06,D,1.08875E-06
PA,PA-HD-50,D,Likely,-1.09E-06,R,1.08792E-06
CT,CT-HD-72,D,Safe,-1.09E-06,R,1.08768E-06
GA,GA-HD-12,R,Safe,1.09E-06,D,1.08706E-06
WI,WI-HD-85,R,Likely,1.09E-06,D,1.08605E-06
WI,WI-HD-76,D,Safe,1.08E-06,D,1.08494E-06
CT,CT-HD-20,D,Safe,-1.08E-06,R,1.0832E-06
CT,CT-HD-144,D,Safe,-1.08E-06,R,1.08113E-06
GA,GA-HD-148,R,Safe,1.08E-06,D,1.0805E-06
OR,OR-HD-29,D,Safe,-1.08E-06,R,1.07613E-06
CT,CT-HD-39,D,Safe,-1.07E-06,R,1.0724E-06
GA,GA-HD-112,R,Safe,1.07E-06,D,1.07218E-06
MN,MN-HD-48A,D,Safe,-1.07E-06,R,1.07211E-06
CT,CT-HD-97,D,Safe,-1.07E-06,R,1.07172E-06
PA,PA-HD-15,R,Safe,-1.07E-06,R,1.07118E-06
GA,GA-HD-32,R,Safe,1.07E-06,D,1.06632E-06
CT,CT-HD-26,D,Safe,-1.07E-06,R,1.06607E-06
GA,GA-HD-131,R,Safe,1.07E-06,D,1.06576E-06
GA,GA-HD-102,FALSE,Toss-Up,1.07E-06,D,1.06504E-06
GA,GA-HD-11,R,Safe,1.06E-06,D,1.06177E-06
GA,GA-HD-180,R,Safe,1.06E-06,D,1.06076E-06
GA,GA-HD-10,R,Safe,1.06E-06,D,1.06018E-06
CT,CT-SD-4,D,Likely,-1.06E-06,R,1.05813E-06
CT,CT-HD-11,D,Safe,-1.05E-06,R,1.0536E-06
CT,CT-HD-121,D,Safe,-1.05E-06,R,1.05238E-06
GA,GA-HD-176,R,Safe,1.05E-06,D,1.05132E-06
NV,NV-HD-29,D,Lean,-1.05E-06,R,1.0513E-06
GA,GA-HD-69,R,Safe,1.05E-06,D,1.05036E-06
FL,FL-HD-95,D,Safe,1.05E-06,D,1.04692E-06
CT,CT-HD-133,D,Safe,-1.05E-06,R,1.04632E-06
GA,GA-HD-31,R,Safe,1.05E-06,D,1.0463E-06
NM,NM-SD-31,D,Safe,-1.04E-06,R,1.04411E-06
CT,CT-HD-137,D,Safe,-1.04E-06,R,1.04334E-06
NM,NM-SD-3,D,Safe,-1.04E-06,R,1.04224E-06
FL,FL-HD-87,D,Safe,1.04E-06,D,1.04141E-06
GA,GA-HD-134,R,Safe,1.04E-06,D,1.03545E-06
GA,GA-HD-54,D,Tilt,1.04E-06,D,1.03501E-06
CT,CT-HD-109,D,Safe,-1.03E-06,R,1.03229E-06
MN,MN-HD-26B,R,Lean,-1.03E-06,R,1.02614E-06
KY,KY-HD-96,R,Lean,1.02E-06,D,1.01733E-06
CT,CT-HD-18,D,Safe,-1.02E-06,R,1.01633E-06
NV,NV-HD-34,D,Safe,-1.02E-06,R,1.01619E-06
FL,FL-HD-96,D,Safe,1.01E-06,D,1.00945E-06
GA,GA-HD-7,R,Safe,1.01E-06,D,1.00895E-06
KS,KS-SD-25,D,Safe,1.01E-06,D,1.00828E-06
CT,CT-HD-10,D,Safe,-1.01E-06,R,1.0059E-06
NM,NM-SD-22,D,Safe,-9.99E-07,R,9.9865E-07
CT,CT-HD-96,D,Safe,-9.91E-07,R,9.91457E-07
GA,GA-HD-179,R,Safe,9.90E-07,D,9.90257E-07
NM,NM-SD-14,D,Safe,-9.81E-07,R,9.80641E-07
NM,NM-SD-26,D,Safe,-9.80E-07,R,9.79624E-07
MN,MN-HD-57A,D,Safe,-9.80E-07,R,9.79508E-07
GA,GA-HD-108,D,Tilt,9.78E-07,D,9.78296E-07
GA,GA-HD-9,R,Safe,9.77E-07,D,9.76767E-07
GA,GA-HD-8,R,Safe,9.69E-07,D,9.6886E-07
CT,CT-HD-136,D,Safe,-9.64E-07,R,9.63928E-07
NM,NM-SD-12,D,Safe,-9.55E-07,R,9.55164E-07
NM,NM-SD-24,D,Safe,-9.54E-07,R,9.54495E-07
CT,CT-HD-5,D,Safe,-9.54E-07,R,9.5363E-07
GA,GA-HD-37,D,Tilt,9.51E-07,D,9.51471E-07
KS,KS-SD-13,R,Safe,9.47E-07,D,9.47351E-07
NM,NM-SD-38,D,Safe,-9.47E-07,R,9.47001E-07
KS,KS-SD-17,R,Safe,9.43E-07,D,9.431E-07
CT,CT-HD-12,D,Safe,-9.40E-07,R,9.39654E-07
KY,KY-HD-39,FALSE,Toss-Up,9.39E-07,D,9.39316E-07
GA,GA-HD-166,R,Safe,9.26E-07,D,9.25688E-07
CT,CT-HD-9,D,Safe,-9.22E-07,R,9.2224E-07
NM,NM-SD-4,D,Safe,-9.22E-07,R,9.21939E-07
KY,KY-HD-6,R,Safe,9.20E-07,D,9.19906E-07
FL,FL-HD-107,D,Safe,9.18E-07,D,9.1829E-07
FL,FL-HD-108,D,Safe,9.13E-07,D,9.13242E-07
FL,FL-HD-109,D,Safe,9.10E-07,D,9.1018E-07
NC,NC-SD-10,R,Safe,-9.09E-07,R,9.08784E-07
FL,FL-HD-117,D,Safe,9.09E-07,D,9.08771E-07
KY,KY-HD-72,R,Lean,9.08E-07,D,9.08494E-07
MN,MN-HD-19B,D,Safe,-9.05E-07,R,9.05229E-07
NM,NM-SD-29,R,Lean,-9.03E-07,R,9.0337E-07
CT,CT-HD-41,D,Safe,-9.03E-07,R,9.02834E-07
GA,GA-HD-51,D,Tilt,9.01E-07,D,9.00917E-07
PA,PA-HD-88,R,Safe,-8.99E-07,R,8.99085E-07
NM,NM-SD-16,D,Safe,-8.92E-07,R,8.91683E-07
MN,MN-HD-20B,D,Safe,-8.92E-07,R,8.91609E-07
CT,CT-HD-46,D,Safe,-8.91E-07,R,8.91322E-07
KY,KY-HD-47,R,Lean,8.89E-07,D,8.8886E-07
NM,NM-SD-6,D,Safe,-8.86E-07,R,8.86128E-07
FL,FL-HD-99,D,Safe,8.86E-07,D,8.85875E-07
CT,CT-HD-49,D,Safe,-8.84E-07,R,8.8429E-07
WI,WI-HD-24,R,Lean,8.79E-07,D,8.7867E-07
NM,NM-SD-8,D,Safe,-8.77E-07,R,8.77196E-07
FL,FL-HD-101,D,Safe,8.72E-07,D,8.72404E-07
NM,NM-SD-13,D,Safe,-8.65E-07,R,8.65152E-07
NM,NM-SD-5,D,Safe,-8.61E-07,R,8.61032E-07
CT,CT-HD-19,D,Safe,-8.61E-07,R,8.60983E-07
CT,CT-HD-98,D,Safe,-8.51E-07,R,8.51084E-07
WI,WI-HD-21,R,Likely,8.50E-07,D,8.501E-07
CT,CT-HD-33,D,Safe,-8.48E-07,R,8.48288E-07
FL,FL-HD-92,D,Safe,8.45E-07,D,8.44787E-07
FL,FL-HD-46,D,Safe,8.39E-07,D,8.38597E-07
CT,CT-HD-91,D,Safe,-8.33E-07,R,8.32735E-07
FL,FL-HD-62,D,Safe,8.30E-07,D,8.30308E-07
NC,NC-SD-7,R,Tilt,-8.20E-07,R,8.19918E-07
NC,NC-SD-46,R,Safe,-8.19E-07,R,8.18817E-07
KS,KS-SD-11,R,Safe,8.18E-07,D,8.17663E-07
NC,NC-SD-35,R,Safe,-8.15E-07,R,8.15101E-07
KY,KY-HD-58,R,Safe,8.13E-07,D,8.1349E-07
NC,NC-SD-13,R,Safe,-8.12E-07,R,8.11716E-07
NC,NC-SD-42,R,Safe,-8.10E-07,R,8.10369E-07
FL,FL-HD-102,D,Safe,8.10E-07,D,8.10143E-07
KY,KY-HD-73,R,Safe,8.09E-07,D,8.08562E-07
CT,CT-HD-88,D,Safe,-8.05E-07,R,8.04681E-07
FL,FL-HD-94,D,Safe,7.96E-07,D,7.95897E-07
PA,PA-HD-58,R,Safe,-7.93E-07,R,7.93044E-07
NC,NC-SD-29,R,Safe,-7.91E-07,R,7.9071E-07
FL,FL-HD-97,D,Safe,7.88E-07,D,7.88295E-07
MN,MN-HD-04B,D,Safe,-7.88E-07,R,7.88107E-07
FL,FL-HD-88,D,Safe,7.84E-07,D,7.84248E-07
NC,NC-SD-47,R,Safe,-7.82E-07,R,7.82273E-07
NC,NC-SD-12,R,Safe,-7.81E-07,R,7.81297E-07
PA,PA-SD-19,D,Safe,-7.79E-07,R,7.79154E-07
NC,NC-SD-44,R,Safe,-7.74E-07,R,7.74224E-07
MN,MN-HD-38A,R,Likely,-7.72E-07,R,7.72019E-07
KY,KY-HD-33,FALSE,Toss-Up,7.72E-07,D,7.7154E-07
FL,FL-HD-98,D,Safe,7.65E-07,D,7.64745E-07
CT,CT-HD-15,D,Safe,-7.62E-07,R,7.62084E-07
MN,MN-HD-50B,D,Safe,-7.59E-07,R,7.5931E-07
NV,NV-HD-11,D,Safe,-7.58E-07,R,7.58072E-07
NC,NC-SD-48,R,Safe,-7.58E-07,R,7.57911E-07
NC,NC-SD-43,R,Safe,-7.55E-07,R,7.55173E-07
FL,FL-HD-61,D,Safe,7.44E-07,D,7.44005E-07
CT,CT-HD-54,D,Safe,-7.39E-07,R,7.39424E-07
FL,FL-HD-48,D,Safe,7.37E-07,D,7.37205E-07
FL,FL-HD-70,D,Safe,7.37E-07,D,7.36827E-07
NC,NC-SD-36,R,Safe,-7.36E-07,R,7.35964E-07
FL,FL-HD-20,D,Safe,7.33E-07,D,7.3329E-07
PA,PA-HD-52,R,Safe,-7.33E-07,R,7.3253E-07
PA,PA-HD-33,D,Likely,-7.31E-07,R,7.30759E-07
NC,NC-SD-2,R,Safe,-7.29E-07,R,7.29175E-07
FL,FL-HD-13,D,Safe,7.27E-07,D,7.27165E-07
FL,FL-HD-90,D,Safe,7.26E-07,D,7.25998E-07
MN,MN-HD-35A,R,Likely,-7.22E-07,R,7.22162E-07
FL,FL-HD-8,D,Safe,7.19E-07,D,7.18685E-07
NC,NC-SD-45,R,Safe,-7.19E-07,R,7.18544E-07
GA,GA-HD-80,D,Lean,7.17E-07,D,7.17489E-07
NC,NC-SD-24,R,Tilt,-7.16E-07,R,7.16466E-07
NC,NC-SD-30,R,Safe,-7.12E-07,R,7.11829E-07
CT,CT-SD-29,D,Likely,-7.10E-07,R,7.09906E-07
FL,FL-HD-45,D,Safe,7.08E-07,D,7.07848E-07
NC,NC-SD-34,R,Safe,-7.06E-07,R,7.06331E-07
NC,NC-SD-25,R,Safe,-7.06E-07,R,7.05887E-07
NC,NC-SD-50,R,Safe,-7.02E-07,R,7.02498E-07
SC,SC-SD-23,R,Safe,7.02E-07,D,7.01642E-07
FL,FL-HD-14,D,Safe,6.97E-07,D,6.96717E-07
NM,NM-SD-25,D,Safe,-6.93E-07,R,6.93137E-07
CT,CT-SD-16,R,Safe,-6.88E-07,R,6.88011E-07
NV,NV-HD-28,D,Safe,-6.87E-07,R,6.87274E-07
NC,NC-SD-6,R,Safe,-6.87E-07,R,6.8717E-07
CT,CT-SD-34,R,Safe,-6.86E-07,R,6.86421E-07
GA,GA-HD-132,D,Tilt,6.85E-07,D,6.84725E-07
NC,NC-SD-33,R,Safe,-6.85E-07,R,6.8462E-07
SC,SC-SD-12,R,Safe,6.82E-07,D,6.81897E-07
CT,CT-SD-21,R,Safe,-6.81E-07,R,6.80965E-07
SC,SC-SD-6,R,Safe,6.81E-07,D,6.80613E-07
SC,SC-SD-4,R,Safe,6.76E-07,D,6.75827E-07
NV,NV-HD-8,D,Safe,-6.75E-07,R,6.74862E-07
KY,KY-HD-19,R,Safe,6.74E-07,D,6.73883E-07
FL,FL-HD-43,D,Safe,6.67E-07,D,6.67308E-07
MN,MN-HD-42A,D,Safe,-6.66E-07,R,6.66489E-07
KY,KY-HD-21,R,Safe,6.54E-07,D,6.54329E-07
PA,PA-HD-12,R,Safe,-6.54E-07,R,6.53918E-07
NC,NC-SD-26,R,Safe,-6.53E-07,R,6.53093E-07
SC,SC-SD-25,R,Safe,6.53E-07,D,6.52985E-07
OR,OR-HD-9,FALSE,Toss-Up,-6.51E-07,R,6.50846E-07
OR,OR-HD-21,D,Safe,-6.49E-07,R,6.48965E-07
SC,SC-SD-5,R,Safe,6.46E-07,D,6.45992E-07
NV,NV-HD-6,D,Safe,-6.45E-07,R,6.45409E-07
MN,MN-HD-25A,R,Likely,-6.43E-07,R,6.42997E-07
SC,SC-SD-18,R,Safe,6.40E-07,D,6.40058E-07
CT,CT-SD-31,R,Safe,-6.39E-07,R,6.38824E-07
KS,KS-SD-19,D,Safe,6.32E-07,D,6.32341E-07
FL,FL-HD-49,D,Safe,6.29E-07,D,6.28874E-07
PA,PA-HD-163,D,Safe,-6.25E-07,R,6.24684E-07
SC,SC-SD-15,R,Safe,6.13E-07,D,6.13142E-07
FL,FL-SD-3,D,Safe,6.12E-07,D,6.11952E-07
SC,SC-SD-14,R,Safe,6.12E-07,D,6.11833E-07
MN,MN-HD-43A,D,Safe,-6.06E-07,R,6.06241E-07
OR,OR-HD-47,D,Safe,-6.02E-07,R,6.02451E-07
GA,GA-HD-95,D,Lean,6.02E-07,D,6.02433E-07
GA,GA-HD-79,D,Lean,5.98E-07,D,5.98312E-07
SC,SC-SD-38,R,Safe,5.96E-07,D,5.96033E-07
NV,NV-HD-4,D,Tilt,-5.93E-07,R,5.92732E-07
NC,NC-SD-8,R,Safe,-5.90E-07,R,5.89645E-07
KY,KY-HD-90,R,Safe,5.85E-07,D,5.8458E-07
KY,KY-HD-4,R,Safe,5.83E-07,D,5.83087E-07
SC,SC-SD-46,R,Safe,5.81E-07,D,5.80682E-07
SC,SC-SD-37,R,Safe,5.70E-07,D,5.6976E-07
NV,NV-HD-37,D,Tilt,-5.66E-07,R,5.66034E-07
FL,FL-SD-19,D,Safe,5.65E-07,D,5.64914E-07
KY,KY-HD-27,R,Tilt,5.59E-07,D,5.59341E-07
FL,FL-SD-13,D,Safe,5.58E-07,D,5.58091E-07
PA,PA-HD-81,R,Safe,-5.47E-07,R,5.46586E-07
FL,FL-SD-15,D,Safe,5.45E-07,D,5.45358E-07
KY,KY-HD-95,FALSE,Toss-Up,5.44E-07,D,5.44171E-07
OR,OR-HD-28,D,Safe,-5.41E-07,R,5.41452E-07
NV,NV-HD-14,D,Safe,-5.36E-07,R,5.35596E-07
OR,OR-HD-30,D,Safe,-5.35E-07,R,5.34976E-07
CT,CT-SD-32,R,Safe,-5.31E-07,R,5.30528E-07
PA,PA-HD-171,R,Safe,-5.30E-07,R,5.30346E-07
NV,NV-HD-16,D,Safe,-5.26E-07,R,5.25827E-07
OR,OR-HD-35,D,Safe,-5.20E-07,R,5.20086E-07
KY,KY-HD-23,R,Safe,5.17E-07,D,5.16547E-07
PA,PA-HD-115,D,Safe,-5.14E-07,R,5.14283E-07
KY,KY-HD-13,FALSE,Toss-Up,5.12E-07,D,5.11687E-07
PA,PA-HD-161,D,Safe,-5.11E-07,R,5.11076E-07
NV,NV-HD-15,D,Safe,-5.10E-07,R,5.0985E-07
PA,PA-HD-31,D,Safe,-5.08E-07,R,5.08145E-07
MN,MN-HD-42B,D,Safe,-5.07E-07,R,5.06994E-07
KY,KY-HD-89,R,Safe,5.06E-07,D,5.06204E-07
OR,OR-HD-12,D,Safe,-5.05E-07,R,5.05428E-07
NV,NV-SD-15,R,Lean,-5.02E-07,R,5.02499E-07
KY,KY-HD-53,R,Safe,5.02E-07,D,5.02364E-07
OR,OR-HD-27,D,Safe,-5.02E-07,R,5.02251E-07
KY,KY-HD-51,R,Safe,4.99E-07,D,4.99122E-07
SC,SC-SD-34,R,Safe,4.86E-07,D,4.85664E-07
OR,OR-HD-13,D,Safe,-4.85E-07,R,4.84726E-07
